title,release_date,runtime,original_language,overview,poster_path,genres,production_companies,production_countries,spoken_languages,keywords
Amit Sahni Ki List,18-07-2014,110,hi,"Amit Sahni is a young and quirky investment banker, who is searching for the woman of his dreams, correction- the woman of his LIST. After a painful break-up during his teenage days, Amit has noted down all the traits that he is looking for in the perfect woman or Miss Right and every time he goes out on a date, he secretly checks to see if his date matches to the list.",/vDKO5w1VCnwE2ZHaEZUbZZSAIPE.jpg,"Romance, Comedy",,,Hindi,
Fareb,08-07-2005,155,hi,"The film opens with the murder of business magnate Amit Singhania (Bakul Thakker) who lives a wealthy lifestyle along with his wife, Ria Singhania (Shamita Shetty), in a spacious bungalow. He runs a company, Spykar Jeans. Ria is asked to co-operates with the Police, who suspect her for foul play as she is the sole proprietor of Amit's business and wealth. The police also suspect Amit's subordinate, Siddharth Sardesai (Parmeet Sethi), who may have killed Amit, who was also having an affair with Sonia Sharma (Sonia Kapoor), who works for an ad agency run by Diwakar. Ria meets with Aditya (Manoj Bajpai), who also works for the same ad agency, and is attracted to him, both get intimate, but Aditya, who is married to Neha (Shilpa Shetty), and has a school-going son,",/258YZzbZTLvc9Ch2XTihsXxpOS3.jpg,"Thriller, Drama",,India,Hindi,
Asmaan Se Ooncha,24-02-1989,140,hi,"Action - A longstanding feud between bitter rivals yields an unexpected friendship in this tale of ambition, violence and love starring Jeetendra and Raj Babbar. Engaged in an ongoing dispute with his archenemy, Nagraj, a man named King sets out to kill the police officer who's interfered in his affairs. But through a remarkable twist of fate, King and the cop end up friends. Now, the two must face the formidable Nagraj -- who wants them both dead. -  Ajitesh, Sadashiv Amrapurkar, Raj Babbar",/zhx8dgVHkQXDrWgiRWLF2Q7nMAr.jpg,"Family, Action, Drama",,India,Hindi,
Aanchal,18-09-1980,0,hi,"Hearts collide when the conniving Jaggan (Prem Chopra) convinces Kishan (Amol Palekar) that his wife, Shanti (Rakhee Gulzar), is having an affair with his brother Shambhu (Rajesh Khanna). Of course, all this is done so that Kishan will marry Jaggan's cousin Tulsi (Rekha) according to Jaggan's master plan ü?? even though Tulsi would much rather marry Shambhu. Confused? Don't worry. So are these weary lovers!",/o5aCRz2QhCTGgRJLCpajh03hmgr.jpg,"Action, Drama, Family",,,Russian,
Solva Saal,01-01-1958,135,hi,"Classmates Laaj (Waheeda Rehman) and Shyam elope to Bombay with Laaj's necklace, which they hope to pawn to pay for their travels. On the train, a crafty journalist named Pran (Dev Anand) overhears the lovers' plan and follows them in search of a story. When Shyam snatches the necklace and runs off, it's Pran to the rescue. What follows is a song-filled caper of intrigue, adventure and romance.",/kEh7vGK4nRaTikYrNpIGWEJZsmX.jpg,"Comedy, Romance, Music, Drama",,India,Hindi,
Eight: The Power of Shani,14-04-2006,162,hi,Raj has the ability to see spirits and is constantly seeking the truth about life after death. The story takes a twist when the family begin to experience paranormal activities in their house and are tormented by a spirit.,,,,,Hindi,
Stranger In The City,01-07-2021,28,hi,"When life brings Suhas, a corporate trainer, to a new city, he comes across a lively young man and a mysterious traveller girl who make him ruminate about his life choices and aspirations.",/smHFNu1DAmlOdrXmtO1xE60KAA9.jpg,Drama,Kalnad Productions,,Hindi,"stranger, existentialism"
TGB's Prayash,10-04-2024,33,hi,A boy who is struggling with this poverty and managing his family and also trying to achieve his dreams of being IAS,/w7XafRF2QaIMzgxXiQ2YM2hZZZo.jpg,"Drama, Family","Cosmic Ocean Online Media Network (IN), Geckos Production (IN), The Golden Broadcast (IN)",India,"Bengali, English, Gujarati, Hindi, Oriya","ias, short film, upsc, admiring, struggle, labasna"
Bahurani,18-12-1989,147,hi,"Amit wants to marry a modern woman but his parents get him married to a village girl, Madhuri. When Amit refuses to accept her as his wife, Madhuri reinvents herself as Malathi and re-enters his life.",/kJlmYmUm4bGibPRf663HuSzncmt.jpg,"Drama, Family",,India,Hindi,
That Day After Everyday,29-10-2013,22,hi,"A short film on eve teasing by Anurag Kashyap, it talks about issues related to gender sensitization and equality of genders.",/9cjvz6UK4w8NyKkD9yWhLp4CIBI.jpg,Drama,Royal Stag Barrel Select Large Short Films,India,Hindi,
Tera Jadoo Chal Gayaa,18-08-2000,0,hi,"When ad agency executive Pooja (Kirti Reddy) attends a wedding and meets lovable but broke Kabir (Abhishek Bachchan), it's love at first sight -- but only for Kabir. Pooja heads back to her fast-track life and gets in dutch with the head honcho for prolonging her vacation. To save her job, a co-worker explains Pooja's delay with a phony story about her engagement to Kabir, and all's well till she meets her dream man: the boss' son (Sanjay Suri).",/ez14a6KSGmG17BXe8AI2MJeTPd2.jpg,Romance,,India,Hindi,
Sau Jhooth Ek Sach,16-09-2005,0,hi,"An unknown pregnant girl has ended her life by hanging herself from ceiling fan in a room of a little known hutment of Mumbai. In middle of the night, an uninvited Inspector lands in the house of an eminent Industrialist to investigate the case. Baffled by suggestion of being linked with the incident and shocked by the thought of being responsible for death of a person surviving at the outermost fringe of their vision of society, Vikrant Pradhan and his family give in to the interrogation reluctantly.",/qEtsmDwASKDQobfnmABJZANr00c.jpg,Thriller,,,Hindi,
Black Bud,23-06-2021,92,hi,"Sanya, a rebellious contemporary girl but a poet at heart, escapes her strict orthodox father's house in search of a new life.",/yvI1ibNW3W4hZyyiFHxGhN23KGw.jpg,"Drama, Crime, Thriller","wind studio, Windfall Films",India,"English, Hindi","artist, deception, murder, betrayal, love affair, extramarital affair"
Chhodon Naa Yaar,05-10-2007,130,hi,"With a pair of willing friends in tow, a thrill-seeking student from Delhi Mass Com College (Jimmy Shergill) embarks on an ambitious shoot for his final film project, choosing to explore a local legend in the northern hills of India. Both his professor (Ahmed Khan) and his worried girlfriend (Kim Sharma) advise him against it. But it's too late to heed their warnings once he's halfway into the jungle and surrounded by ghosts of the past.",/85lxGvIpEUK54EKkU90Io4PyIsr.jpg,Thriller,,,Hindi,
Rafoo Chakkar,01-01-1975,0,hi,"After witnessing a murder, musicians Dev (Rishi Kapoor) and Salim (Paintal) dress as women and flee with a girl band to avoid the killers' wrath. Soon, Dev falls for fellow bandmate Reetu (Neetu Singh), but his disguise makes it impossible for him to reveal his feelings. When he discovers that Reetu desires a rich man, Dev devises a second disguise, as the wealthy Esso. Madan Puri and Anwar Hussain co-star in this Indian take on Some Like It Hot.",/tKGmjXXLhl2NjSSfUf8YDem3kjI.jpg,,,India,,
Deedar-E-Yaar,22-10-1982,0,hi,"Childhood pals Javed (Rishi Kapoor) and Akhtar (Jeetendra) will do anything for each other, but their loyalties are tested when they fall in love with the same woman. For Javed, it's love at first sight when he meets the beautiful Firdaus. But when her father insists she marry the wealthy Akhtar instead, the loyal young man agrees -- but only to help out Javed by quickly divorcing her. Now that he's seen her, though, that may prove difficult.",/xpsYwzxrdBWiCq8R6FhsNxG9EIZ.jpg,,,,,
Hitler,13-05-1998,135,hi,"Nicknamed as ""Hitler"", Jailer Siddhanth Kumar Sharma is feared and respected at work as well as at home where he lives with his wife, a former lawyer, Sheila; younger brother, Amar; two younger sisters and his son. He would like Amar to find employment for himself on his merit rather than use his contacts, but Amar is unable to secure any employment. Then wealthy Daulatram insults Siddhanth, accuses him of using Amar as a ploy to woo his daughter Priya, so that the Sharma family can inherit his wealth. An angered Siddhanth confronts Amar, who grabs a knife and warns Daulatram. Shortly thereafter, the police arrest Amar for killing Daulatram. Siddhant disbelieves him, but Sheila decides to don her black gown and represent her brother-in-law, against the overwhelming evidence that has surfaced against him. It is now up to Sheila to not only defend Amar but also attempt to find out the reason behind Daulatram's death.",/pvHcNfG56YVtmtQIBBpJRpjC5tz.jpg,"Crime, Action, Drama",,,Hindi,
Teen Devian,01-01-1965,123,hi,"Devdutt Anand works in a company selling musical instruments, and is always late for work, infuriating his boss, I.S. Johar. Things change for the better when Johar finds out that Devdutt has a talent for writing poems, and he gets Devdutt to write and even gets them published for him. While traveling home by bus, he meets with Nanda, who has come to live in his neighborhood, and both are attracted to each other. One night Devdutt comes to the assistance to Bollywood movie actress Kalpana when her car breaks down, she finds out he is a poet and both are attracted to each other. Devdutt is asked to deliver a piano to the palatial house of a wealthy woman named Simi alias Radha Rani. She too is impressed by Devutt's poems and invites him over to her house for a party, and again both are attracted to each other. Knowing fully well that he cannot marry three women in his country, a tortured and uncertain Devdutt must now make up his mind as who he wants as his life-partner.",/vZwyGWcuXvvOz4oxPMNpYFRGaTk.jpg,"Romance, Music",,India,Hindi,
Baga Beach,01-12-2013,103,hi,Five teenagers struggle to live in the commercialized world in the backdrop of Goan tourism. Their dreams and aspirations will change forever after one of them will be subjected to sexual abuse.,,,Sharvani Productions,India,"Hindi, English",
Kondura,01-01-1978,137,hi,"The film involves the life of a young man who comes to believe that he has been bestowed supernatural powers. As the story unfolds, this boon eventually leads to a tragedy.",/bluo0955ggj6FJlMRfw9iAN48V5.jpg,Drama,Raviraj International,India,"Hindi, Telugu",sage
Sardar,01-01-1993,175,hi,"Sardar is a 1993 Indian biopic on Sardar Vallabhbhai Patel, one of India's greatest freedom fighters, directed by Ketan Mehta and written by noted playwright Vijay Tendulkar.",/xAheQykglK0vMBeCTGFOaMGaJtV.jpg,"Drama, History",,India,Hindi,
Jeete Hain Shaan Se,01-01-1988,0,hi,"Johny, Govinda, and Iqbal Ali are three close friends who live in a small community in Bombay. The threesome get together to help each other and other needy people in the community, and hence get in the bad books of a local gangster who calls himself DK. Tragedy strikes Govinda, when his mom passes away. At the time of the funeral, Govinda is re-united with his dad, Advocate Verma, who has been missing for years. Then a police inspector gets Johny to meet his biological mother, Mary. The three friends rejoice over this good fortune. Then Johny finds out that Advocate Verma was behind the atrocities that were inflicted on his mom years ago, and he goes there to confront Verma, only to come against an enraged Govinda, who cannot believe his father is capable of committing any atrocities against anyone. It is now up to Iqbal to find a solution to end the enmity between Govinda and Johny, before DK takes advantage of this situation.",/voX0TXjRoE4aB0XoF4iMY5sBa7D.jpg,"Drama, Action",,,Hindi,
Chal Guru Ho Ja Shuru,30-01-2015,0,hi,"Chal Guru Ho Ja Shuru is a 2015 Hindi film Produced by Pankaj Narayan and Apoorva Bajaj of Ath Entertainment Pvt. Ltd. in association with Himalayan Dreams, the film is a hilarious take on the fake godman who rule the roost these days. They are gurus and they are out to cheat everyone. The movie tells the story of out-of-work theatre artistes, who find another way to earn some quick bucks. They turn into gurus/babas/godmen to con innocent victims. How long can they put up this act?",/fdF7vE1vnqC2mcSjIBLrAFgAS0Q.jpg,,,,,
NH-8 Road to Nidhivan,17-04-2015,0,hi,"To make quick money, four friends choose to risk their lives and sign a contract, which expects them to shoot a documentary on Nidhivan",,,,,,
